site_id,site_name,suburb
1056,CRANBOURNE-FRANKSTON/AMSTEL GC,Cranbourne West
1547,HALL RD/EASTWOOD BLVD/ATLAS DR,Cranbourne West
1730,Duff Street Near Monahan Road,Cranbourne West
1765,Hall Road / Bradman Drive,Cranbourne West
3240,EVANS/CENTRAL PARKWAY,Cranbourne West
3394,MONASH ON RAMP NR PUNT,Cremorne
3860,CHURCH/BALMAIN/COTTER,Cremorne
3861,SWAN/CREMORNE,Cremorne
4152,CHURCH NR GIBBONS,Cremorne
4807,SWAN/LENNOX,Cremorne
4808,CHURCH/SWAN,Cremorne
5822,MIDLAND NR WATER,Creswick
107,MAROONDAH/KALLAY/BRENTNALL,Croydon
134,MAROONDAH/KALINDA/BEAUFORT,Croydon
136,MAROONDAH/KENT,Croydon
138,MAROONDAH/DORSET/BELLARA/EXETER,Croydon
294,PLYMOUTH NR SANDGATE,Croydon
295,MAROONDAH/YARRA,Croydon
588,WICKLOW NR TOORAK,Croydon
622,HULL NR MARION,Croydon
626,BAYSWATER/EASTFIELD,Croydon
627,CROYDON NR SURREY,Croydon
628,DORSET/HULL/HEWISH,Croydon
629,DORSET/MT DANDENONG,Croydon
630,DORSET NR DUMOSA,Croydon
632,HULL NR RUSKIN,Croydon
633,DORSET/LINCOLN (SOUTH),Croydon
634,MT DANDENONG/BAYSWATER/WICKLOW,Croydon
635,MT DANDENONG/BAYSWATER/WICKLOW,Croydon
636,MT DANDENONG NR ANZAC,Croydon
637,MT DANDENONG/CIVIC,Croydon
638,MT DANDENONG NR RUSKIN,Croydon
640,MT DANDENONG/MAIN,Croydon
641,DORSET/LINCOLN (NORTH),Croydon
886,MAROONDAH NR RYLAND,Croydon
887,CROYDON/LINCOLN (SEE SITE NO. 137),Croydon
1139,DORSET/GOLF LINKS/THE RANGE BVD,Croydon
3573,Mt.Dandenong Rd btw Farnley St & Jarvis,Croydon
3574,Dorset Rd btw Leigh Rd & Affleck Rd,Croydon
137,MAROONDAH/CROYDON/WARRIEN/LINCOLN,Croydon North
301,PLYMOUTH/YARRA,Croydon North
156,MERRINDALE NR CENTRE,Croydon South
623,DORSET/EASTFIELD,Croydon South
624,BAYSWATER/CENTRAL,Croydon South
625,BAYSWATER NR BELMONT,Croydon South
5153,GEELONG-PORTARLINGTON ROAD NR HERMSLEY,Curlewis
5175,JETTY/WYNDHAM,Curlewis
5349,Jetty Road / Railway Cresent,Curlewis
3613,BARRY/KYABRAM,Dallas
3980,BARRY/BLAIR,Dallas
3991,BLAIR NR KIEWA,Dallas
191,PHE/HEATHERTON/EASTLINK,Dandenong
192,PHE/GLADSTONE/JONES,Dandenong
194,PHE/CLOW,Dandenong
195,PHE (LONSDALE)/WALKER,Dandenong
196,PHE/FOSTER,Dandenong
197,PHE/WEBSTER,Dandenong
198,PHE/FRANKSTON-DANDENONG,Dandenong
199,PHE/PLUNKETT,Dandenong
200,PHE/STH GIPPSLAND HWY,Dandenong
202,STUD NR OSWALD,Dandenong
253,FOSTER/ENT CAPITAL CENTRE,Dandenong
269,CHELTENHAM/DINGLEY/SINCLAIR,Dandenong
564,CHELTENHAM/KENEALLY,Dandenong
642,CLOW NR ARATULA,Dandenong
643,GLADSTONE NR JANICE,Dandenong
645,BENNET/JONES/RAILWAY,Dandenong
646,STUD/CLOW,Dandenong
647,WALKER NR MCCRAE,Dandenong
648,MCCRAE/FOSTER,Dandenong
649,WALKER/THOMAS,Dandenong
650,CHELTENHAM/FOSTER/THOMAS,Dandenong
651,CHELTENHAM/HAMMOND,Dandenong
652,FOSTER NR RUDDUCK,Dandenong
655,HAMMOND/KIRKHAM,Dandenong
657,HEATHERTON/GLADSTONE,Dandenong
660,STUD RD / HERBERT ST,Dandenong
661,STUD/HEATHERTON,Dandenong
667,HAMMOND/WEBSTER,Dandenong
668,CHELTENHAM/BENNET,Dandenong
669,CLOW/WALKER,Dandenong
671,STUD/DAVID,Dandenong
674,PHE (LONSDALE)/SCOTT/LANGHORNE,Dandenong
952,CLOW ST/DANDENONG MARKET ACCESS,Dandenong
955,CLEELAND NR KING,Dandenong
956,HEMMINGS NR WILMA,Dandenong
960,CLOW NR CLEELAND,Dandenong
969,GLADSTONE/PERKIN/GATEWAY,Dandenong
981,PHE/JAMES,Dandenong
991,PHE NR ROBINSON,Dandenong
1019,CHELTENHAM/ALLAN,Dandenong
1111,EASTLINK/CHELTENHAM INTERCHANGE,Dandenong
1177,WALKER/LANGHORNE,Dandenong
1182,PHE/LINK,Dandenong
1237,WALKER/MASON,Dandenong
1238,GEORGE/RUDDOCK,Dandenong
1356,PHE (LONSDALE)  NR  LANGHORNE,Dandenong
1357,PHE(LONSDALE) NR PULTNEY,Dandenong
1521,FOSTER/RUDDUCK,Dandenong
1591,Princes Highway nr Airlie Avenue,Dandenong
267,MONASH/STUD (SOUTH),Dandenong North
406,POLICE NR MONASH,Dandenong North
490,GLADSTONE/HALTON,Dandenong North
603,MONASH FWY/STUD O/B RAMP,Dandenong North
653,GLADSTONE NR GLADSVILLE,Dandenong North
654,GLADSTONE NR O'MALLEYS,Dandenong North
662,STUD/BRADY,Dandenong North
663,HEATHERTON/JAMES,Dandenong North
672,BRADY NR SHALIMAR,Dandenong North
676,GLADSTONE/BRADY,Dandenong North
710,STUD/MONASH FWY RAMPS (NORTH),Dandenong North
808,GLADSTONE/OUTLOOK,Dandenong North
951,GLADSTONE NR MURRAY,Dandenong North
957,MENZIES NR CHIFLEY,Dandenong North
958,MENZIES NR CURTIN,Dandenong North
959,HEATHERTON/BOYD/CLEELAND,Dandenong North
1131,MONASH/STUD I/B,Dandenong North
1181,HEATHERTON/LINK,Dandenong North
40252,M1 IB East of Police Rd,Dandenong North
40253,M1 OB East of Police Rd,Dandenong North
40254,M1 IB Eastlink Interchange VSL,Dandenong North
40256,M1 IB West of Eastlink,Dandenong North
40257,M1 OB West of Eastlink,Dandenong North
40258,M1 IB Eastlink Interchange VSL,Dandenong North
40259,M3 South of M1 at Gantry 2,Dandenong North
40260,M3 South of M1 near Gantry 2 VSL,Dandenong North
40261,M1 West of Eastlink IB,Dandenong North
40262,M1West of Eastlink OB,Dandenong North
40263,M1 IB East of Eastlink,Dandenong North
40264,M1 OB East of Eastlink,Dandenong North
40265,M1 OB East of Eastlink entry ramp VSL,Dandenong North
40267,M1 IB East of Gladstone Rd,Dandenong North
40268,M1 OB East of Gladstone Rd,Dandenong North
40269,M1 Brady Rd IB,Dandenong North
40270,M1 Brady Rd OB,Dandenong North
40271,M1 IB West of Stud Rd,Dandenong North
40272,M1 OB West of Stud Rd,Dandenong North
40275,M1 IB Stud Rd Entry Ramp VSL,Dandenong North
40276,M1 IB East of Stud Rd,Dandenong North
40277,M1 OB East of Stud Rd,Dandenong North
40278,M1 OB Stud Rd Entry Ramp VSL,Dandenong North
40299,M3 North of M1 at Gantry 2,Dandenong North
40300,M3 North of M1 at Gantry 3,Dandenong North
40301,M3 North of M1 near Gantry 2 VSL,Dandenong North
40302,M3 North of M1 at Gantry 1 VSL,Dandenong North
40303,M3 South of M1 at Gantry 1 VSL,Dandenong North
201,PHE/POWER,Dandenong South
252,STH GIPPS'D HWY/GREENS,Dandenong South
304,FRANKSTON-DANDENONG/ABBOTTS,Dandenong South
529,WESTERN PORT HWY/MORETON BAY,Dandenong South
541,DANDENONG-FRANKSTON/QUALITY/COJO,Dandenong South
595,GREENS/SOUTH PARK DEVELOPMENT ACCESS,Dandenong South
599,PHE/PROGRESS,Dandenong South
611,PHE/HOGS BREATH/GMH ENT,Dandenong South
621,DANDENONG VALLEY/MONTEREY/ELLIOTT,Dandenong South
664,FRANKSTON-DANDENONG/GREENS,Dandenong South
665,HAMMOND/GREENS,Dandenong South
727,GREENS/LANYON,Dandenong South
754,GREENS/KITCHEN,Dandenong South
961,STH GIPPS'D HWY/ABBOTTS,Dandenong South
964,ABBOTTS/CLELANDS DEVELOPMENTS,Dandenong South
965,STH GIPPSLAND HWY/WATERVIEW,Dandenong South
968,ABBOTTS/GAINE/MONASH,Dandenong South
972,ABBOTTS/NATIONAL,Dandenong South
974,STH GIPPS'D HWY/POUND,Dandenong South
982,FRANKSTON-DANDENONG/JAYCO,Dandenong South
983,ABBOTTS/REMINGTON,Dandenong South
1028,FRANK-DANDY/KIRKHAM,Dandenong South
1094,PHE/OLIVE,Dandenong South
1120,DANDENONG SOUTHERN BYPASS/HAMMOND,Dandenong South
1121,DANDENONG SOUTHERN BYPASS/DAND_FRANSTON,Dandenong South
1122,DANDENONG SOUTH BYPASS/STH GIPPSLAND HWY,Dandenong South
1134,SOUTH GIPPS FWY/SOUTH GIPPS HWY IB,Dandenong South
1135,SOUTH GIPPS FWY/POUND IB,Dandenong South
1158,COLEMANS/PRODUCE,Dandenong South
1171,FRANKSTON-DANDENONG/COLEMANS,Dandenong South
1247,STH GIPPSLAND FWY/ON-RAMP/POUND RD,Dandenong South
1312,GREENS RD/ORDISH RD/NORTHERN ACCESS RD,Dandenong South
1511,HAMMOND/RODEO DRV/L'AVENIR BLVD,Dandenong South
1588,Abbbotts Road / Produce Drive,Dandenong South
3491,Perry Road / Freight Drive,Dandenong South
3798,WHITEHORSE NR CAMPBELL,Deepdene
4033,BURKE NR TREGARRON,Deepdene
4034,BURKE/COTHAM/WHITEHORSE,Deepdene
4061,WHITEHORSE NR BARNSBURY,Deepdene
4062,WHITEHORSE NR PARKSIDE,Deepdene
1689,STATION / WITTON / TULLOCH,Deer Park
2614,WESTERN HWY/STATION,Deer Park
2617,WESTERN HWY NR MARCELLIN,Deer Park
2623,STATION/TILBURN,Deer Park
2632,WESTERN NR GLENCAIRN (FIRE STN),Deer Park
2666,WESTERN HWY/CAIRNLEA,Deer Park
2681,ROBINSONS/HATCHLANDS,Deer Park
2706,STATION/BILLINGHAM/FURLONG,Deer Park
4933,STATION NR TRINACRIA,Deer Park
4962,STATION/NEALE,Deer Park
2586,KINGS/GOLDSMITH,Delahey
2587,KINGS/DELAHEY VILLAGE NORTH ENTRANCE,Delahey
2589,HUME DRIVE/COPPERFIELD,Delahey
6802,PRINCES HWY WEST / ROONEYS ROAD,Dennington
6803,PRINCES HWY WEST / LINDSAY STREET,Dennington
1219,FOLEYS/LENNON PARKWAY/CENTRAL PARK BVD,Derrimut
2570,MT DERRIMUT/AUSTRALIS,Derrimut
2572,WRR/FITZGERALD I/B,Derrimut
2575,M8 IB ROBINSONS RD ONRAMP,Derrimut
2630,WRR/FITZGERALD,Derrimut
2652,BOUNDARY RD / EAST OF MT DERRIMUT RD,Derrimut
2679,ROBINSONS/RIDING BOUNDARY/FOLEYS,Derrimut
2682,MT DERRIMUT/ PARAMOUNT BLVD,Derrimut
2690,ROBINSONS/WINDSOR,Derrimut
2697,WINDSOR/CAPESTHORNE/LENNON PARKWAY,Derrimut
2713,MT DERRIMUT/FOLEYS,Derrimut
2067,Craig Road / Southern Access Road,Devon Meadows
3348,CHUTE NR INGLES,Diamond Creek
3352,MAIN HURSTBRIDGE/ELIZABETH,Diamond Creek
3356,HEIDELBERG-KINGLAKE NR THE PARKWAY,Diamond Creek
3359,MAIN HURSTBRIDGE NR GEORGE,Diamond Creek
4164,MAIN/COLLINS/HYDE,Diamond Creek
4176,DIAMOND CREEK/YAN YEAN/AQUEDUCT,Diamond Creek
4189,HURSTBRIDGE-MAIN/SHOPPING CENTRE ACCESS,Diamond Creek
3161,Vineyard Road/Houdini Drive,Diggers Rest
442,SPRINGVALE/CHELTENHAM,Dingley Village
944,LWR DANDENONG/CTR DANDENONG,Dingley Village
949,CENTRE DANDENONG NR HARLEY,Dingley Village
1698,Dingley Bypass / Boundary Road,Dingley Village
1700,Dingley Bypass / Tootal Road,Dingley Village
3142,CENTRE DANDENONG/MARCUS,Dingley Village
3143,CENTRE DANDENONG/HOWARD,Dingley Village
3204,CENTRE DANDENONG/BOUNDARY,Dingley Village
3258,Boundary Road / Chifley Drive,Dingley Village
4638,BOUNDARY / LOWER DANDENONG,Dingley Village
1065,WURUNDJERI/TELSTRA DOME SE ENT,Docklands
1066,HARBOUR ESP/LATROBE,Docklands
1067,HARBOUR ESP NR LA TROBE,Docklands
1068,HARBOUR ESP/COMTECHPORT ENT,Docklands
1069,DOCKLANDS/SAINT MANGOS,Docklands
1072,COLLINS/BATMANS HILL DR,Docklands
1074,COLLINS NR BATMAN,Docklands
1075,COLLINS NR SPENCER STATION,Docklands
1076,GEORGIANA/WURUNDJERI,Docklands
1141,COLLINS/HARBOUR,Docklands
1142,COLLINS/NAVIGATION DR,Docklands
1188,COLLINS /MERCHANT,Docklands
1191,CHARLES GRIMES BRIDGE OFF RAMP,Docklands
1552,Bourke Street/Collins Street/Tom Thumb L,Docklands
2886,WESTGATE FWY EB/LORIMER,Docklands
2900,SPENCER/LITTLE BOURKE,Docklands
2926,SPENCER/LATROBE,Docklands
2951,BOURKE/AURORA,Docklands
3967,DOCKLANDS/DOEPEL/WATERFRONT,Docklands
4163,DOCKLANDS DR/PEARL RIVER ROAD,Docklands
4370,WURUNDJERI/BATMANS HILL DR,Docklands
4372,HARBOUR ESP/BOURKE,Docklands
4373,FOOTSCRAY/WURUNDJERI/DOCKLANDS/HARBOUR,Docklands
4434,FOOTSCRAY/WATERFRONT WAY,Docklands
4437,WURUNDJERI/BOURKE,Docklands
4476,BATMANS HILL/BOURKE/TELSTRA DOME STH ENT,Docklands
4488,WURUNDJERI/DUDLEY,Docklands
4515,LATROBE NR HARBOUR,Docklands
4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,Docklands
4526,WURUNDJERI/FLINDERS,Docklands
4527,WURUNDJERI/TELSTRA DOME N/E ENTRANCE,Docklands
4585,SPENCER/COLLINS,Docklands
4902,MONTAGUE/LORIMER,Docklands
40197,WGF ON WSTRN LK NR LORIMER (EB) - A,Docklands
316,HIGH NR VILLAGE,Doncaster
317,MANNINGHAM/WILLIAMSONS,Doncaster
318,WILLIAMSONS/SHOP TOWN ENT N,Doncaster
319,WILLIAMSONS/SHOP TOWN ENT SOUTH,Doncaster
323,DONCASTER NR HENDER,Doncaster
324,DONCASTER/ELGAR (SLAVED 325),Doncaster
325,DONCASTER/TRAM/WILLIAMSONS,Doncaster
326,DONCASTER/FREDERICK/SHOPPING,Doncaster
327,DONCASTER/COUNCIL,Doncaster
329,DONCASTER/CHURCH,Doncaster
330,DONCASTER/WETHERBY/VICTORIA,Doncaster
678,HIGH/MANNINGHAM,Doncaster
687,WILLIAMSONS/GEORGE,Doncaster
691,WILLIAMSONS/LYNNWOOD/KING,Doncaster
692,VICTORIA/GEORGE,Doncaster
696,WETHERBY NR ROSS,Doncaster
805,GEORGE/CHURCH,Doncaster
1376,VICTORIA NR DOMAINE DR,Doncaster
2040,WILLIAMSONS/AQUARENA/NORTH,Doncaster
2043,DONCASTER/WHITTENS,Doncaster
2046,Doncaster Road / Pettys Lane,Doncaster
2828,EASTERN FWY/DONCASTER,Doncaster
2830,DONCASTER/HIGH,Doncaster
3919,EASTERN FWY/TRAM,Doncaster
314,SPRINGVALE/REYNOLDS,Doncaster East
331,DONCASTER/JACKSON,Doncaster East
332,DONCASTER NR LEEDS,Doncaster East
333,DONCASTER/DRYDEN,Doncaster East
334,DONCASTER/DONCASTER BUS DEPOT,Doncaster East
335,DONCASTER/BLACKBURN,Doncaster East
337,DONCASTER/TUNSTALL,Doncaster East
340,BLACKBURN/KING,Doncaster East
341,GEORGE NR DEHNERT,Doncaster East
342,BLACKBURN NR CANOPUS,Doncaster East
350,BLACKBURN NR CASSOWARY,Doncaster East
351,BLACKBURN/GEORGE,Doncaster East
571,BLACKBURN/THE PINES SHOPPING ACCESS,Doncaster East
698,BLACKBURN/REYNOLDS,Doncaster East
703,REYNOLDS/THE PINES SHOPPING CENTRE,Doncaster East
704,REYNOLDS/ANDERSON CREEK,Doncaster East
708,BLACKBURN/ANDERSON CREEK,Doncaster East
1048,KING/VICTORIA,Doncaster East
1377,KING BTW WYENA AND NEDLANDS,Doncaster East
338,DONCASTER/MITCHAM/OLD WARRANDYTE,Donvale
339,SPRINGVALE/MITCHAM,Donvale
412,SPRINGVALE NR ASTELOT,Donvale
590,MITCHAM/PARK,Donvale
1138,SPRINGVALE/DONVALE RETIRMENT VILLAGE ENT,Donvale
1164,SPRINGVALE/OLD WARRANDYTE,Donvale
1510,BRIDGE INN/BASSETTS,Doreen
568,PAPERBARK NR HAWTHORN,Doveton
606,POWER/PAPERBARK/BOX,Doveton
614,MONASH/HEATHERTON (NB RAMPS),Doveton
616,POWER NR ACER,Doveton
1126,MONASH/HEATHERTON IB,Doveton
1155,HAWTHORN NR AUTUMN,Doveton
40281,M1 IB Heatherton Rd (VSL),Doveton
40282,M1 IB West of Heatherton Rd,Doveton
40284,M1 IB East of Heatherton Rd,Doveton
40288,M1 Power Rd IB,Doveton
40289,M1 IB East of Power Rd,Doveton
40291,M1 IB West of South Gippsland Fwy,Doveton
40293,M1 IB E South Gippsland Fwy IB Exit,Doveton
40295,M1 IB South Gippsland Fwy entry rmp VSL,Doveton
40297,SGF IB First LUMS gantry VSL,Doveton
243,POINT NEPEAN/PIER,Dromana
834,POINT NEPEAN/MARINE,Dromana
1559,Mornington Peninsula Fwy/Nepean Hwy,Dromana
5367,Drouin-Warrgul nr Bank st,Drouin
6610,Princes Way nr School Road,Drouin
5121,GEELONG-PORTARLINGTON NR EVERSLEY,Drysdale
5123,CLIFTON SPRINGS/HANCOCK,Drysdale
6236,LODDON VALLEY/VICTORIA,Eaglehawk
1220,LOWER HEIDELBERG BTW CARLSBERG/GLENARD,Eaglemont
2944,UPPER HEIDELBERG/BELL ENT. RAMP,Eaglemont
3360,BANKSIA/LWR HEIDELBERG,Eaglemont
3361,BANKSIA/DORA,Eaglemont
3363,BANKSIA NR MOUNT,Eaglemont
4301,BANKSIA/STUDLEY,Eaglemont
6204,CHARLESTON/NOLAN,East Bendigo
6223,MCIVOR HWY/STERNBERG,East Bendigo
5071,BELLARINE HWY ( MCKILLOP ) / GARDEN,East Geelong
5089,RYRIE/GARDEN,East Geelong
5192,BELLARINE HWY(ORMOND RD)/HUMBLE,East Geelong
5206,ORMOND/GARDEN/MYERS,East Geelong
5207,BELLARINE HWY (MCKILLOP)/ORMOND,East Geelong
1052,WELLINGTON/CLARENDON,East Melbourne
1586,Wellington Parade near Powlett Street,East Melbourne
2024,SPRING / FLINDERS LANE,East Melbourne
2933,VICTORIA/CLARENDON,East Melbourne
2934,WELLINGTON/JOLIMONT,East Melbourne
2988,LANSDOWNE/ST ANDREWS,East Melbourne
2990,MCG ACCESS/BRUNTON,East Melbourne
3385,HODDLE/VICTORIA,East Melbourne
3388,HODDLE NR HOTHAM,East Melbourne
3390,PUNT/BRIDGE/HODDLE/WELLINGTON,East Melbourne
3392,PUNT/BRUNTON,East Melbourne
4406,Vcitoria Pde and Nicholson St,East Melbourne
4440,ALBERT NR EADES,East Melbourne
4441,VICTORIA/BRUNSWICK/GISBORNE,East Melbourne
4443,VICTORIA/WELLINGTON/POWLETT,East Melbourne
4444,ALBERT/NICHOLSON/LONSDALE,East Melbourne
4445,ALBERT/GISBORNE,East Melbourne
4446,ALBERT/LANSDOWNE,East Melbourne
4447,ALBERT/CLARENDON,East Melbourne
4448,ALBERT/POWLETT,East Melbourne
4449,ALBERT/SIMPSON,East Melbourne
4450,MACARTHUR NR ST ANDREWS,East Melbourne
4451,WELLINGTON STH/JOLIMONT,East Melbourne
4452,WELLINGTON NR AGNES,East Melbourne
4453,WELLINGTON/POWLETT,East Melbourne
4454,WELLINGTON/LANSDOWNE,East Melbourne
4455,VICTORIA/LANSDOWNE,East Melbourne
4457,WELLINGTON NR SIMPSON,East Melbourne
4575,SPRING/COLLINS,East Melbourne
6226,Northern Highway Nr Campaspe Esp,Echuca
6319,HARE NR ANSTRUTHER,Echuca
6320,NORTHERN/PAKENHAM,Echuca
6321,NORTHERN HWY/MURRAY HWY,Echuca
6324,NORTHERN (OGILVIE)/HAVERFIELD,Echuca
6411,MVH/BUTCHER/BRIDLINGTON,Echuca
6401,ELIZABETH NR AMOS,Edenhope
215,NEPEAN/LOCHIEL/STATION,Edithvale
216,NEPEAN/EDITHVALE,Edithvale
217,NEPEAN NR BRISTOL,Edithvale
284,EDITHVALE NR KINROSS BICYCLE TRACK,Edithvale
1350,EDITHVALE ROAD NEAR FRENCH AVE,Edithvale
1592,Nepean Highway nr Denman Avenue,Edithvale
6219,Northern Hwy (Nr Cardwell St),Elmore
2048,Glen Huntly Rd btw Hopetoun St & Victori,Elsternwick
2313,NEPEAN/RUSDEN,Elsternwick
2470,Orrong Road near Sandham Street,Elsternwick
2744,KOOYONG NR HARTINGTON,Elsternwick
4078,ORRONG/GLEN EIRA,Elsternwick
4087,GLENHUNTLY NR GORDON,Elsternwick
4088,GLENHUNTLY/ORRONG,Elsternwick
4089,GLENHUNTLY/KOOYONG,Elsternwick
4108,GLEN EIRA NR ST GEORGES,Elsternwick
4109,GLENHUNTLY NR CARRE,Elsternwick
4855,HOTHAM/GLEN EIRA,Elsternwick
711,MAIN/WATTLETREE/PARK WEST,Eltham
712,MAIN/BOLTON,Eltham
713,MAIN/DIAMOND/CECIL,Eltham
714,MAIN/DUDLEY,Eltham
715,MAIN/BRIDGE - ELTHAM,Eltham
717,MAIN NR PRYOR,Eltham
990,BRIDGE/SILVER,Eltham
1167,BOLTON ST NR WITHERS ST,Eltham
1460,Bolton Street near Grand Blvd,Eltham
1574,MAIN ROAD ELTHAM FIRE STATION,Eltham
2111,MAIN NR DALTON,Eltham
2112,MAIN NR BAYFIELD,Eltham
3354,RYANS/WALLOWA/ALLENDALE,Eltham North
3364,KARINGAL/WEIDLICH,Eltham North
4185,WATTLETREE NR ELTHAM NTH PS,Eltham North
1231,BROADWAY NTH OF GLENHUNTLY RD,Elwood
1232,"GLENHUNTLY RD , WEST OF BROADWAY",Elwood
2309,NEPEAN NR MILTON,Elwood
2410,MARINE NR ELWOOD CANAL,Elwood
2999,BARKLY NR SHELLEY,Elwood
3009,ORMOND ESP NR PINE,Elwood
3019,MARINE/BARKLY/GLEN HUNTLY,Elwood
3020,ORMOND ESP NR BYRNE,Elwood
3021,ORMOND ESP/ELWOOD BEACH CAR,Elwood
3420,ORMOND NR BYRNE,Elwood
3421,ORMOND NR VAUTIER,Elwood
3422,ORMOND NR DOCKER,Elwood
3423,ORMOND NR PINE,Elwood
4839,GLEN HUNTLY NR BROADWAY,Elwood
4842,ORMOND NR GLEN HUNTLY,Elwood
4843,ORMOND NR BEACH,Elwood
4844,ST KILDA ST/G'HUNTLY/TENNYSON,Elwood
4859,NEPEAN NR BURNS,Elwood
183,MAIN NR KILVINGTON,Emerald
184,BELGRAVE-GEM NR BEACONSFIELD-EMERALD,Emerald
605,HEATHERTON/POWER,Endeavour Hills
607,HEATHERTON/MATTHEW FLINDERS,Endeavour Hills
613,HEATHERTON/HANNA/FAWKNER,Endeavour Hills
615,MONASH/HEATHERTON (SB RAMPS),Endeavour Hills
966,POWER NR MONASH FWY,Endeavour Hills
1125,MONASH/HEATHERTON OB,Endeavour Hills
3108,HEATHERTON NR JAMES COOK,Endeavour Hills
40279,M1 IB East of  Dandenong Creek,Endeavour Hills
40280,M1 OB East of  Dandenong Creek,Endeavour Hills
40283,M1 OB West of Heatherton Rd,Endeavour Hills
40285,M1 OB East of Heatherton Rd,Endeavour Hills
40286,M1 OB Heatherton Rd Entry Ramp VSL,Endeavour Hills
40287,M1 Power Rd OB,Endeavour Hills
40290,M1 OB East of Power Rd,Endeavour Hills
40292,M1 OB West of South Gippsland Fwy,Endeavour Hills
40294,M1 OB E South Gippsland Fwy IB Exit,Endeavour Hills
40296,M1 IB South Gippsland Fwy overpass VSL,Endeavour Hills
40298,M1 IB First LUMS gantry,Endeavour Hills
1304,MCDONALDS ROAD / CIVIC DRIVE,Epping
1310,COOPER ST/DALTON RD,Epping
1311,COOPER ST/ DAVISSON ST,Epping
1326,EDGARS RD/HARVEST HOME RD,Epping
1327,EDGARS RD/GAMMAGE BVD,Epping
1569,EDGARS ROAD / TARYN DRIVE,Epping
2033,High Street/Southern Access Road,Epping
2566,EPPING NR TAGGERTY,Epping
2568,O'HERNS/MILLAR/GREAT BROME,Epping
2692,EPPING/HAYSTON/LYNDARUM,Epping
2695,COOPER BTW DAVISSON/HOWARD,Epping
2698,DALTON NR GUILA,Epping
2771,MCDONALDS NR DERBY,Epping
2773,HIGH/MEMORIAL,Epping
2775,DAVISSON NR WEDGE,Epping
2776,CHILDS NR BEAUMONT,Epping
2785,HIGH NR COULSTOCK,Epping
2787,COOPER/MILLER/EPPING PLAZA SHOP C ACC 4,Epping
2811,COOPER/TIP ACCESS RD,Epping
2812,COOPER/GATEWAY,Epping
2814,COOPER/EDGARS,Epping
2815,HUME FWY/COOPER,Epping
2818,COOPER/SCANLON,Epping
2964,COOPER/WILLANDRA,Epping
2978,MCDONALDS RD NR MEADOW GLEN DRV,Epping
2998,DALTON ROAD / CHILDS ROAD,Epping
3236,HIGH/CHILDS,Epping
3238,COOPER/NORTHERN HOSPITAL ENT,Epping
3777,HIGH STREET/COOPER,Epping
3938,EDGARS/DEVENY,Epping
4736,HIGH/EPPING PLAZA SHOPPING ACCESS 1,Epping
4775,HIGH ST/BUNNINGS ACCESS,Epping
6220,MIDLAND HWY / TOMA CRT / WAVERLEY RD,Epsom
6290,MIDLAND HWY/HOWARD,Epsom
1000,KEILOR/HOFFMANS,Essendon
1012,BULLA/WOODLAND,Essendon
2036,Albion St near Lawson St,Essendon
2791,KEILOR NR COOPER,Essendon
3509,NAPIER NR BREWSTER,Essendon
3513,MT ALEXANDER/BUCKLEY,Essendon
3514,MT ALEXANDER/NAPIER/FLETCHER,Essendon
3515,MT ALEXANDER/BREWSTER/THISTLE,Essendon
3519,MT ALEXANDER NR LINCOLN,Essendon
3522,MT ALEXANDER NR NAPIER,Essendon
3523,MT ALEXANDER NR FLETCHER,Essendon
3528,LINCOLN near SPENCER,Essendon
3590,PASCOE VALE/ALBION/FLETCHER,Essendon
3591,PASCOE VALE NR RALEIGH,Essendon
3592,PASCOE VALE/MORELAND,Essendon
3593,PASCOE VALE/WOODLAND,Essendon
3606,PASCOE VALE/BUCKLEY,Essendon
3607,MT ALEXANDER NR WINIFRED,Essendon
3608,MT ALEXANDER NR LEAKE,Essendon
3609,MT ALEXANDER NR GLASS,Essendon
4190,NAPIER/WOODLANDS,Essendon
4193,KEILOR NR MT ALEXANDER,Essendon
4194,HOFFMANS NR SPENCER,Essendon
4195,LINCOLN NR FLORENCE,Essendon
4196,BUCKLEY/COOPER/FAWKNER,Essendon
4197,BUCKLEY NR MCCRACKEN,Essendon
4198,BUCKLEY/WAVERLEY/LINCOLN,Essendon
1083,TULLA FWY/ENGLISH (GANTRY C),Essendon Fields
1084,TULLA FWY/BRISTOL (GANTRY B),Essendon Fields
1085,TULLA/VAUGHAN (GANTRY D),Essendon Fields
2851,TULLAMARINE FWY LANE SIGNALS (NR CALDER),Essendon Fields
2895,TULLAMARINE FWY/BULLA WB EXIT RAMP,Essendon Fields
40408,Tulla Fwy 300m from Calder Overpass IB,Essendon Fields
40409,Tulla Fwy Calder Overpass IB,Essendon Fields
40411,Calder Fwy IB 300m Matthews Ave,Essendon Fields
40412,Calder Fwy IB 300m Matthews Ave,Essendon Fields
40880,Tulla Fwy IB 150m west of Bulla N03-13,Essendon Fields
2727,KEILOR NR BIRDWOOD,Essendon North
3521,BULLA NR CARNARVON,Essendon North
4191,KEILOR NR GILLIES,Essendon North
40881,Tulla Fwy OB 150m west of Bulla N03-13,Essendon North
1136,STH GIPPSLAND FWY/PHE IB,Eumemmerring
1396,PRINCES/DOVETON,Eumemmerring
6047,CLIFTON/ANDERSON,Euroa
1150,HEIDELBERG/WESTGARTH,Fairfield
