site_id,site_name,suburb
1489,HODDLE / ABBOT,Abbotsford
2458,JOHNSTON O/H LANE E HODDLE GANTRY 8,Abbotsford
2459,JOHNSTON O/H LANE W PARK GANTRY 9,Abbotsford
2460,JOHNSTON O/H LANE E PARK GANTRY 10,Abbotsford
2461,JOHNSTON O/H LANE E RICH GANTRY 11,Abbotsford
2462,JOHNSTON O/H LANE E HUNTER GANTRY 12,Abbotsford
2463,JOHNSTON O/H LANE W TRENERRY GANTRY 13,Abbotsford
2464,JOHNSTON O/H LANE E TRENERRY 14,Abbotsford
2465,JOHNSTON O/H LANE W CLARKE GANTRY 15,Abbotsford
2466,JOHNSTON O/H LANE E CLARKE GANTRY 16,Abbotsford
3373,HODDLE NR STANTON S/B,Abbotsford
3374,HODDLE NR STANTON N/B,Abbotsford
3375,HODDLE NR STUDLEY S/B,Abbotsford
3376,HODDLE NR PETER,Abbotsford
3449,JOHNSTON/PATTERSON,Abbotsford
3456,JOHNSTON NR LULIE,Abbotsford
3457,JOHNSTON/NICHOLSON,Abbotsford
4147,NICHOLSON/GIPPS,Abbotsford
4151,NICHOLSON NR VERE,Abbotsford
4154,VICTORIA NR CHARLES,Abbotsford
4654,VICTORIA/RIVER,Abbotsford
4813,VICTORIA NR JAMES,Abbotsford
4816,VICTORIA/CHURCH,Abbotsford
4820,VICTORIA/FLOCKHART,Abbotsford
2719,BUCKLEY/HOFFMANS,Aberfeldie
3044,BUCKLEY NR BATMAN,Aberfeldie
4432,WAVERLEY NR ALMA (MOONEE VALLEY),Aberfeldie
1466,KEILOR ROAD/NEWMAN STREET/CALDER FREEWAY,Airport West
2723,FULLARTON/MOORNA/CALDER FWY,Airport West
2743,CALDER FREEWAY OFF RAMP/MCNAMARA,Airport West
2864,TULLAMARINE/ENGLISH/MATTHEWS,Airport West
2865,MELROSE/MATTHEWS/DROMANA,Airport West
2866,MELROSE/ MASCOMA/WESTFIELD,Airport West
2874,MATTHEWS NR VICTORY,Airport West
2884,MATTHEWS NR HART,Airport West
2890,MATTHEWS NR FULLARTON,Airport West
4318,MATTHEWS NR EARL,Airport West
4319,MATTHEWS NR HAWKER,Airport West
40469,Calder Fwy Keilor Rd OB,Airport West
40471,Calder Fwy Keilor Rd IB,Airport West
40472,Calder Fwy 900m bef Moorna Dr ex Ramp IB,Airport West
2295,BRIDPORT NR MONTAGUE,Albert Park
2407,PHE/LORNE (X LAKESIDE),Albert Park
2467,QUEENS O'HEAD N LORNE GANTRY 08,Albert Park
3010,BEACONSFIELD/BEACH/PICKLES,Albert Park
3011,BEACONSFIELD NR VICTORIA,Albert Park
3012,BEACONSFIELD/KERFERD,Albert Park
4727,GRAHAM/PICKLES,Albert Park
4729,PICKLES/LIARDET/RICHARDSON,Albert Park
4735,LAKESIDE/LINK,Albert Park
4908,VICTORIA NR DANKS,Albert Park
4910,CANTERBURY NR ARMSTRONG,Albert Park
4917,VICTORIA NR BRIDPORT,Albert Park
4918,CANTERBURY/MILLS,Albert Park
40020,WRR WEST OF ST ALBANS GB,Albion
40144,WRR WEST OF ST ALBANS RD AB,Albion
5828,GILLIES/WINTER,Alfredton
5833,STURT/RING,Alfredton
5838,STURT St at Insignia Blvd,Alfredton
3307,HEIDELBERG NR YARRAFORD,Alphington
3308,HEIDELBERG/CHANDLER/GRANGE,Alphington
3309,HEIDELBERG/YARRALEA,Alphington
3318,GRANGE NR EVANS,Alphington
3256,ESPLANADE BTW PIER/BENT,Altona
3481,PFW/KOROROIT CREEK OB,Altona
3482,KOROROIT CREEK/DRAKE,Altona
3483,PFW SB RAMPS/KOROROIT CREEK,Altona
3484,MAIDSTONE NR GATE 6,Altona
3485,PFW NB RAMPS/KOROROIT CREEK,Altona
3505,QUEEN NR SARGOOD,Altona
3899,KOROROIT CREEK/BURNS,Altona
3475,MERTON NR CENTRAL,Altona Meadows
3476,CENTRAL NR KIORA,Altona Meadows
3478,MERTON/NEWLAND,Altona Meadows
1636,WGF 150m East of Millers Rd Bridge O/B,Altona North
1637,WGF 150m East of Millers Rd Bridge I/B,Altona North
1645,WGF to M80 Exit Ramp,Altona North
1646,WGF 50m East of Prince Hwy Bridge O/B,Altona North
2061,DUOSA RD NR LANGSHAW ST,Altona North
2523,WEST GATE FWY/MILLERS RD O/B,Altona North
2881,WESTGATE FWY/MILLERS,Altona North
2882,MILLERS/DUOSA/MARIGOLD,Altona North
2883,WESTGATE FWY/GRIEVE,Altona North
2893,MILLERS/BEURON,Altona North
3479,DOHERTYS NR WESTGATE,Altona North
3480,KOROROIT CK/MAIDSTONE,Altona North
3499,BLACKSHAWS/MILLS/KYLE,Altona North
3501,MILLERS/BLACKSHAWS,Altona North
3502,MILLERS/MASON,Altona North
3503,MILLERS NR HOBB,Altona North
3506,MILLERS/KOROROIT CRK,Altona North
3508,BLACKSHAWS/CHAMBERS,Altona North
3526,MILLERS/CABOT DRIVE,Altona North
3894,MCARTHURS/BORRACK,Altona North
3900,MILLERS/MCARTHURS,Altona North
3902,BLACKSHAWS NR BEGONIA,Altona North
3904,KOROROIT CREEK/DOW CHEMICAL/PRIXCAR,Altona North
3905,BLACKSHAWS/GRIEVE,Altona North
3906,GRIEVE/THE GATEWAY,Altona North
3907,GRIEVE/PINNACLE/TOYOTA ENT GATE 7,Altona North
3908,GRIEVE/TOYOTA ENT GATE 4,Altona North
3910,GRIEVE/TARAS,Altona North
7538,MILLERS BTW KOROROIT CK & ROSS,Altona North
5365,GREAT OCEAN ROAD NEAR CAMP ROAD,Anglesea
5122,GREAT OCEAN RD NR HARDY,Apollo Bay
5124,GREAT OCEAN RD NR MC LAREN,Apollo Bay
5840,BARKLY/VINCENT,Ararat
5841,BARKLY NR VINCENT,Ararat
5999,WESTERN HWY(HIGH)/PYRENEES(VINCENT),Ararat
1270,M80 GB WESTERN HWY ONRAMP,Ardeer
2573,M80 AB WESTERN HWY ONRAMP,Ardeer
2616,WESTERN HWY/HOLT/G & F ENT,Ardeer
2627,WESTERN HWY/WRR,Ardeer
40014,WRR EAST OF TILBURN GB,Ardeer
40015,WRR WEST OF WESTERN HWY GB,Ardeer
40017,WRR EAST OF WESTERN HWY GB,Ardeer
40018,WRR WEST OF JONES CRK GB,Ardeer
40146,WRR WEST OF JONES CREEK AB,Ardeer
40148,WRR STH OF WESTERN HWY AB,Ardeer
40149,WRR WEST OF WESTERN HWY AB,Ardeer
40150,WRR BTW TILBURN RD AND WESTERN HWY AB,Ardeer
7000,NORTHERN HWY STH OF HEATHCOTE,Argyle
2441,ORRONG NR AVALON,Armadale
3679,STATION NR GLENFERRIE,Armadale
3843,HIGH NR HUNTINGTOWER,Armadale
3848,KOOYONG NR UNION,Armadale
4357,HIGH/GLENFERRIE,Armadale
4759,MALVERN/KOOYONG,Armadale
4766,HIGH/ORRONG,Armadale
4767,HIGH NR CHEEL,Armadale
4768,HIGH/KOOYONG,Armadale
4778,KOOYONG/WATTLETREE,Armadale
4856,WATTLETREE/DUNCRAIG/MALVERN CENTRAL,Armadale
5168,BARWON HEADS ROAD/WARALILY BVD,Armstrong Creek
5351,SURF COAST HWY / ARMSTRONG BLVD,Armstrong Creek
5352,BARWON HEADS ROAD / CENTRAL BLVD,Armstrong Creek
5353,SURF COAST HWY/WHITES RD/WARRALILY RD,Armstrong Creek
5356,SURF COAST HIGHWAY / UNITY DRIVE,Armstrong Creek
5363,BARRABOOL RD / GRR SOUTHBOUND RAMPS,Armstrong Creek
1002,EPSOM/LANGS,Ascot Vale
1011,ASCOT VALE/KENT,Ascot Vale
1014,EPSOM NR ROSEBERRY,Ascot Vale
1166,EPSOM ROAD/SHOPPING CENTRE ACCESS,Ascot Vale
1352,EPSOM/DONCASTER/MIRAMS,Ascot Vale
1430,ASCOT VALE RD between RACECOURSE & DUNCA,Ascot Vale
3518,MT ALEXANDER/TRAM DEPOT,Ascot Vale
3832,ASCOT VALE NR MOONEE,Ascot Vale
3833,MT ALEXANDER NR FENTON,Ascot Vale
3835,MT ALEXANDER NR BARODA,Ascot Vale
3836,UNION NR ST LEONARDS,Ascot Vale
4203,MARIBYRNONG/EPSOM/SCOTIA,Ascot Vale
4204,MARIBYRNONG/UNION,Ascot Vale
4205,MARIBYRNONG/ASCOT VALE,Ascot Vale
4208,UNION NR BLOOMFIELD,Ascot Vale
4209,UNION NR BURROWES,Ascot Vale
4471,MT ALEXANDER/WELLINGTON,Ascot Vale
970,WARRIGAL/HIGH ST RD,Ashburton
1080,HIGH/WARNER,Ashburton
1248,WINTON ROAD / PITT STREET,Ashburton
2044,DUNLOP NEAR FRANCIS,Ashburton
3686,WARRIGAL NR FAKENHAM,Ashburton
3687,WARRIGAL NR POULTER,Ashburton
3816,HIGH NR HIGHGATE,Ashburton
3817,HIGH NR WARD,Ashburton
3818,HIGH NR CAROOL,Ashburton
460,HIGH ST RD/VANNAM/JORDAN,Ashwood
463,HIGH ST RD/HUNTINGDALE,Ashwood
470,HUNTINGDALE NR ROCKLANDS,Ashwood
473,HIGH ST RD NR TECK,Ashwood
211,NEPEAN/STATION,Aspendale
213,NEPEAN NR BAYVIEW,Aspendale
214,NEPEAN/LINCOLN,Aspendale
219,STATION NR LINCOLN,Aspendale
292,STATION NR RETREAT,Aspendale
1440,Station Street / Laura Street,Aspendale
187,WELLS NR LANGSLOW,Aspendale Gardens
280,SPRINGVALE/MORNINGTON PENINSULA FWY,Aspendale Gardens
281,SPRINGVALE/WELLS/EDITHVALE,Aspendale Gardens
309,WELLS/PALM/NARELLE,Aspendale Gardens
312,WELLS/NURTEN/ROYAL PALMS,Aspendale Gardens
2857,MICKLEHAM/ALANBRAE/CAMBRIDGE,Attwood
2894,MICKLEHAM/DPI DRIVEWAY,Attwood
2716,CANNING/MILITARY,Avondale Heights
2737,MILITARY/TEMPLEWOOD,Avondale Heights
2795,MILITARY NR RIVERSIDE,Avondale Heights
2849,CANNING/OLD CANNING/RETIREMENT VILLAGE,Avondale Heights
3047,BUCKLEY/DICKSON,Avondale Heights
4314,MILLEARA NR CHAUMONT,Avondale Heights
4315,MILITARY/DAVIS,Avondale Heights
4316,MILITARY NR CLARENDON,Avondale Heights
5799,GISBOURNE NR LERDERDERG,Bacchus Marsh
5800,BACCHUS MARSH-GISBORNE NR MAIN,Bacchus Marsh
5801,WESTERN FWY/BACCHUS MARSH-GISBORNE,Bacchus Marsh
5803,WESTERN HWY/GRANT/GISBORNE,Bacchus Marsh
5804,MAIN NR GISBORNE,Bacchus Marsh
5805,MAIN NR GRAHAM,Bacchus Marsh
5831,GRANT NR PILMER,Bacchus Marsh
5654,PHE/SERVICE,Bairnsdale
5655,PHE(NTH) NR SERVICE,Bairnsdale
5657,PHE/BAILEY,Bairnsdale
5659,PHE/MCCULLOCH,Bairnsdale
5807,MAIR/HUMFFRAY,Bakery Hill
5876,BALLARAT-BUNINYONG/BARKLY,Bakery Hill
5913,MAIR/PEEL,Bakery Hill
2308,NEPEAN/CHAPEL,Balaclava
4837,CARLISLE/WESTBURY,Balaclava
4852,CARLISLE NR WOODSTOCK,Balaclava
4853,HOTHAM/CARLISLE/BALACLAVA,Balaclava
4854,HOTHAM NR GROSVENOR,Balaclava
5163,STURT/ARMSTRONG,Ballarat Central
5811,LITTLE-BRIDGE/PEEL ST,Ballarat Central
5812,CURTIS/PEEL STREET,Ballarat Central
5813,CURTIS STREET NR LOWE,Ballarat Central
5814,LT BRIDGE NR GRENVILLE ST,Ballarat Central
5815,STURT ST/GRENVILLE,Ballarat Central
5816,STURT STREET NR GRENVILLE NTH,Ballarat Central
5817,STURT ST/LYDIARD,Ballarat Central
5818,EASTWOOD NR ANDERSON,Ballarat Central
5819,STURT ST/DOVETON,Ballarat Central
5820,STURT/DRUMMOND,Ballarat Central
5821,STURT/PLEASANT,Ballarat Central
5830,MIDLAND HWY NR STURT,Ballarat Central
5832,STURT/RIPON,Ballarat Central
5836,LYDIARD/RAIL CROSSING,Ballarat Central
5839,DANA/ARMSTRONG,Ballarat Central
5842,STURT/DAWSON,Ballarat Central
5845,PEEL/BRIDGE MALL,Ballarat Central
5875,MIDLAND HWY/MAIR,Ballarat Central
5877,MIDLAND HWY/MACARTHUR,Ballarat Central
5911,MAIR/ARMSTRONG,Ballarat Central
5912,MAIR/LYDIARD,Ballarat Central
5915,PEEL/EASTWOOD,Ballarat Central
5950,MIDLAND HWY(DOVETON)/DANA,Ballarat Central
5951,MIDLAND HWY(DOVETON)/EYRE,Ballarat Central
5806,VICTORIA/FUSSELL/WATER,Ballarat East
5808,VICTORIA/QUEEN,Ballarat East
5809,VICTORIA NR KING & OTWAY,Ballarat East
5810,VICTORIA/PRINCES,Ballarat East
5827,DOVETON BTW NORMAN & LANSBOROUGH,Ballarat North
3800,BELMORE NR UNION,Balwyn
3819,WHITEHORSE NR AUSTIN,Balwyn
3824,WHITEHORSE NR ROCHESTER,Balwyn
4032,BURKE/BELMORE/HARP,Balwyn
4056,BELMORE NR BUCHANAN,Balwyn
4057,BALWYN/BELMORE,Balwyn
4063,WHITEHORSE/BALWYN,Balwyn
4064,WHITEHORSE NR BRENBEAL,Balwyn
4066,BALWYN/MONT ALBERT,Balwyn
4069,BALWYN NR MILLAH,Balwyn
1900,EASTERN FWY/THOMPSONS ON RAMP OB,Balwyn North
2041,DONCASTER NR CENTREWAY,Balwyn North
2826,BURKE/OLD BURKE/BOULEVARD,Balwyn North
2827,EASTERN FWY/BULLEEN/THOMPSONS,Balwyn North
2829,DONCASTER/GREYTHORN,Balwyn North
2831,EASTERN/BURKE OFF RAMP DD 2825,Balwyn North
2832,EASTERN NR BULLEEN RD. OFF RAMP DD 2827,Balwyn North
2833,EASTERN FWY/BURKE,Balwyn North
2899,EASTERN FWY/DONCASTER RAMP I/B,Balwyn North
3180,DONCASTER/BALWYN,Balwyn North
3181,DONCASTER NR SYLVANDER,Balwyn North
3827,DONCASTER NR VIEWHILL,Balwyn North
4030,BURKE/DONCASTER/KILBY/HIGH,Balwyn North
4031,BURKE NR KEW HIGH SCHOOL,Balwyn North
4051,DONCASTER/BULLEEN/SEVERN,Balwyn North
4052,DONCASTER NR MARWAL,Balwyn North
4053,DONCASTER NR BUCHANAN,Balwyn North
4054,BULLEEN / HILLVIEW,Balwyn North
4055,BULLEEN NR LEONIS,Balwyn North
4058,BELMORE NR ALANDALE,Balwyn North
4059,BELMORE/GREYTHORN,Balwyn North
4060,GREYTHORN NR YENEDA,Balwyn North
6312,MURRAY VALLEY HWY / POWELL DRV,Bandiana
515,FRANKSTON-DANDENONG NR WILLOW,Bangholme
1114,THOMPSON/EASTLINK,Bangholme
1245,THOMPSON RD/WORSLEY RD,Bangholme
1264,THOMPSON RD/ALAN BIRD DRV,Bangholme
7541,THOMPSON/TRUCK ACCESS,Bangholme
5358,Bridge Rd nr Hitchcock St,Barwon Heads
1140,BAXTER-TOORADIN/FULTONS/HAWKINS,Baxter
1305,FRANKSTON-FLINDERS/PENLINK,Baxter
1508,BAXTER-TOORADIN RD NR THOMAS,Baxter
766,MOUNTAIN HWY/JERSEY,Bayswater
777,MOUNTAIN HWY/SCORESBY/BAYSWA,Bayswater
778,MOUNTAIN HWY/DORSET,Bayswater
788,SCORESBY/POWER/STATION,Bayswater
790,MOUNTAIN HWY/STUD,Bayswater
791,MOUNTAIN HWY/HIGH/VALENTINE,Bayswater
792,SCORESBY NR ORANGE,Bayswater
794,MOUNTAIN HWY NR VIOLEN,Bayswater
806,DORSET/LANDSCAPE,Bayswater
874,HIGH NR MOUNTAIN HWY,Bayswater
875,HIGH NR PINE,Bayswater
876,STATION NR PINE,Bayswater
884,MOUNTAIN HWY NR RAILWAY,Bayswater
1049,HIGH NR PINE (250M),Bayswater
1766,Mountain Highway / Station Street,Bayswater
139,CANTERBURY/BAYFIELD,Bayswater North
158,CANTERBURY/BUNNINGS HARDWARE ACCESS,Bayswater North
631,DORSET/CANTERBURY,Bayswater North
859,CANTERBURY/GATWICK,Bayswater North
860,CANTERBURY/BAYSWATER,Bayswater North
863,CANTERBURY/COLCHESTER,Bayswater North
889,BAYSWATER NR GLEN PARK,Bayswater North
999,CANTERBURY NR GREEN HILL,Bayswater North
1123,DORSET/CLIPSAL,Bayswater North
3085,CANTERBURY/RAMSAY,Bayswater North
513,BEACONSFIELD-BERWICK/B'FIELD-EMERALD,Beaconsfield
567,PHE/BRUNT/WHITESIDE,Beaconsfield
977,PRINCES NR WOODS,Beaconsfield
1023,BERWICK-BEACONSFIELD NEAR GOFF,Beaconsfield
1234,PHE (EAST) / BEACONSFIELD-BERWICK MAIN,Beaconsfield
5330,WESTERN HWY/LAWRENCE,Beaufort
3034,BEACH NR TRAMWAY,Beaumaris
3087,BEACH NR RESERVE,Beaumaris
3965,RESERVE NR GLENWOOD,Beaumaris
4619,BALCOMBE NR MOREY,Beaumaris
4865,BALCOMBE NR HAYDENS,Beaumaris
4870,BALCOMBE NR MICHAEL,Beaumaris
103,BURWOOD HWY NR REYNOLDS,Belgrave
926,MAIN NR TERRYS,Belgrave
1252,COLBY NR BELGRAVE-HALLAM,Belgrave South
5084,THOMPSON NR VISTULA,Bell Park
5098,SEPARATION/THOMPSON,Bell Park
5108,THOMPSON/MORGAN,Bell Park
5137,SEPARATION NR TALLINN,Bell Park
5099,ANAKIE/SEPARATION,Bell Post Hill
5110,ANAKIE NR BARTON,Bell Post Hill
5127,ANAKIE/MITRE 10,Bell Post Hill
2946,BELL NR ORIEL & PLUNKETT,Bellfield (Banyule - Vic.)
3067,BELL/WATERDALE,Bellfield (Banyule - Vic.)
4299,BANKSIA/WATERDALE,Bellfield (Banyule - Vic.)
5022,CORIO-WAURN PONDS (SETTLEMENT) NR MERNDA,Belmont
5058,HIGH ST/BARWON HEADS/BARRABOOL,Belmont
5059,HIGH/MT PLEASANT,Belmont
5060,HIGH/REGENT,Belmont
5061,HIGH NR ROSLYN,Belmont
5062,HIGH/ROSLYN/THOMSON/CORIO,Belmont
5063,HIGH NR DOROTHY,Belmont
5066,CORIO-WAURN PONDS / REYNOLDS,Belmont
5068,CORIO-WAURN(SETTLEMENT/TORQUAY/SURFCOAST,Belmont
5069,CORIO-WAURN PONDS (SETTLEMENT/BREAKWATER,Belmont
5077,CORIO-WAURN PONDS (SETTLEMENT)/HIGH,Belmont
5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,Belmont
5086,SURF COAST HWY NR CHERYL,Belmont
5090,ROSLYN/ROBERTS,Belmont
5141,CORIO-WAURN PONDS NR KIDMAN,Belmont
5219,CORIO-WAURN PONDS(SETTLEMENT) NR FRANCIS,Belmont
5227,BARWON HEADS/BREAKWATER,Belmont
5350,SURF COAST HIGHWAY / KIDMAN AVENUE,Belmont
6016,MIDLAND HWY NR CLARKE,Benalla
6017,MIDLAND HWY/ARUNDEL,Benalla
6018,MIDLAND HWY/NUNN,Benalla
6021,BRIDGE NR SALISBURY,Benalla
5183,BRIDGE/WATER/BAXTER,Bendigo
6197,NOLAN BTW BRIDGE & MIDLAND HWY,Bendigo
6198,MCIVOR HWY/MYERS,Bendigo
6199,CHAPEL (MCIVOR HWY)/HARGREAVES,Bendigo
6200,MC IVOR/VIEW/MITCHELL,Bendigo
6201,PALL MALL (MC IVOR HWY)/WILLIAMSON,Bendigo
6202,ARNOLD NR STEWART,Bendigo
6203,MCCRAE (MIDLAND HWY)/CHAPEL (MCIVOR HWY),Bendigo
6205,MIDLAND HWY/NOLAN,Bendigo
6207,HIGH (MCIVOR HWY)/SHORT,Bendigo
6210,BENDIGO-EAGLEHAWK RD,Bendigo
6217,BARNARD/MERCY,Bendigo
6231,BARNARD ST NR WATERLOO,Bendigo
6251,NAPIER NR TOMLINS ST BRIDGE,Bendigo
6257,CALDER HWY/THISTLE,Bendigo
6261,HIGH (CALDER HWY)/DON (CALDER)/MYRTLE,Bendigo
6262,BARNARD/VIEW,Bendigo
6264,IRONBARK/BARNARD/WATTLE,Bendigo
6265,MCIVOR HWY NR VINE,Bendigo
6270,MITCHELL/HARGREAVES,Bendigo
6271,WILLS/EDWARDS,Bendigo
6272,MITCHELL/WILLS/MYERS,Bendigo
6273,MITCHELL/QUEEN,Bendigo
6276,WILLIAMSON/MYERS,Bendigo
6277,WILLIAMSON/HARGRAVES (NORTH SIDE),Bendigo
6278,LYTTLETON NR MITCHELL,Bendigo
6280,BARNARD/LUCAN/ARNOLD,Bendigo
6281,QUEEN NR KILLIANS WALK,Bendigo
6282,BENDIGO-REDESDALE NR MOLLISON,Bendigo
6283,MYERS-WILLS/ARTHUR,Bendigo
6284,MYRTLE/WILLS-MYERS,Bendigo
6285,CALDER(DON)/BARNARD,Bendigo
6286,WILLIAMSON/HARGRAVES (SOUTH SIDE),Bendigo
6289,MYRTLE/HARGREAVES,Bendigo
1749,Centre Road near Burgess Street,Bentleigh
2322,NEPEAN/SOUTH,Bentleigh
2347,CENTRE NR LORANNE,Bentleigh
3167,Centre Rd near Milton St,Bentleigh
3439,JASPER/PATTERSON,Bentleigh
3441,CENTRE/JASPER,Bentleigh
3442,JASPER NR BREWER,Bentleigh
3443,CENTRE NR GILBERT,Bentleigh
3635,SOUTH/JASPER/TAYLOR,Bentleigh
3642,SOUTH/STATION,Bentleigh
4610,CENTRE/TUCKER,Bentleigh
4621,TUCKER NR HINKLER,Bentleigh
4631,CENTRE NR GODFREY,Bentleigh
1209,EAST BOUNDARY RD/ARDENA CRT,Bentleigh East
2346,MACKIE NR DEAKIN,Bentleigh East
2349,CENTRE/MONASH MEDICAL CENTRE,Bentleigh East
3559,NORTH/KOORNANG/TUCKER,Bentleigh East
3560,NORTH/EAST BOUNDARY/MURRUMBEENA,Bentleigh East
3561,NORTH/POATH/POET,Bentleigh East
3563,NORTH NR JASSA,Bentleigh East
3637,SOUTH/EAST BOUNDARY,Bentleigh East
3638,SOUTH/CHESTERVILLE,Bentleigh East
3643,SOUTH/TAFE COLLEGE EXIT,Bentleigh East
3694,CENTRE/WARRIGAL,Bentleigh East
3695,WARRIGAL/OLD DANDENONG,Bentleigh East
4612,CENTRE NR LILAC,Bentleigh East
4613,CENTRE/EAST BOUNDARY,Bentleigh East
4614,CENTRE NR BIGNELL,Bentleigh East
4615,CENTRE/MACKIE,Bentleigh East
4622,EAST BOUNDARY NR JULIANA,Bentleigh East
4623,EAST BOUNDARY NR MARGARETTA,Bentleigh East
4633,MACKIE NR BEDDOE,Bentleigh East
4639,CENTRE NR CHESTER,Bentleigh East
4655,CENTRE/BRADY,Bentleigh East
208,PHE/CLYDE/LYALL,Berwick
209,HIGH/GLOUCESTER,Berwick
399,BERWICK-CRANBOURNE/BEMERSYDE (NTH),Berwick
502,CLYDE/CENTRE,Berwick
503,BERWICK-CRANBOURNE (CLYDE)/KANGAN,Berwick
508,CLYDE/GREAVES/O'SHEA,Berwick
535,PHE/MANUKA/BYRN MAWR,Berwick
537,CLYDE/MOONDARRA/MEADOWLANDS,Berwick
556,CLYDE/CRESTHAVEN,Berwick
612,PHE/MANSFIELD,Berwick
618,PRINCES FWY/CLYDE (NTH) EXIT,Berwick
619,PRINCES FWY/CLYDE (STH) EXIT,Berwick
995,PHE NR PEEL,Berwick
1050,HIGH BTW CLYDE & GLOUCESTER,Berwick
1082,BEACONSFIELD-BERWICK NR WHEELER,Berwick
1132,Monash/CLYDE IB,Berwick
1153,WHEELER NR WILSON,Berwick
1251,KANGAN DR (NEAR MCDONALDS ACCESS),Berwick
1411,Monash/Old Princess Hwy IB,Berwick
1573,Gloucester Ave NR Gibb Street,Berwick
1705,Melville Park Drive NR Gloucester Ave,Berwick
3178,CLYDE/ENTERPRISE,Berwick
3182,CLYDE RD/RESERVE ST,Berwick
3183,CLYDE RD/MANSFIELD RD/LANGMORE LANE,Berwick
821,FRANKSTON-FLINDERS/STONY POINT,Bittern
1599,Frankston-Flinders Road nr Peddle Street,Bittern
1342,RESERVE RD NR WOFF ST,Black Rock
1742,Reserve  Road / Weatherall Road,Black Rock
3033,BEACH NR BAYVIEW,Black Rock
3037,BEACH NR BLUFF,Black Rock
3078,BALCOMBE BETWEEN BLUFF AND EBDEN,Black Rock
3092,BLUFF BETWEEN BALCOMBE AND KARRAKATTA,Black Rock
3103,BLUFF NR ARKARINGA,Black Rock
4866,BALCOMBE/RESERVE,Black Rock
4868,BEACH NR BALCOMBE,Black Rock
113,MAROONDAH/STATION/WILLIAMS,Blackburn
114,WHITEHORSE/CHAPEL,Blackburn
115,MAROONDAH/SURREY,Blackburn
328,RAILWAY/CHAPEL,Blackburn
354,BLACKBURN/SOUTH,Blackburn
583,SPRINGFIELD NR SELWYN,Blackburn
585,SURREY/SPRINGFIELD,Blackburn
586,SPRINGFIELD/WILLIAMS,Blackburn
838,RAILWAY NR BLACKBURN,Blackburn
839,RAILWAY NR STATION,Blackburn
840,SOUTH NR MAIN,Blackburn
841,CANTERBURY NR BRANKSOME,Blackburn
842,CANTERBURY NR ORCHARD,Blackburn
1321,SURREY ROAD NR COOTAMUNDRA CR,Blackburn
3193,MIDDLEBOROUGH/ALBION,Blackburn
575,EASTERN FWY/BLACKBURN,Blackburn North
587,SURREY NR JUNCTION,Blackburn North
589,SPRINGFIELD NR PRIMROSE ST,Blackburn North
355,BLACKBURN NR BINDY,Blackburn South
357,BLACKBURN NR HAWTHORN,Blackburn South
844,CANTERBURY/BLACKBURN,Blackburn South
3119,MIDDLEBOROUGH/CLARICE,Blackburn South
3132,CANTERBURY/MIDDLEBOROUGH,Blackburn South
3194,MIDDLEBOROUGH/MASTERS,Blackburn South
242,NEPEAN NR WILSON,Blairgowrie
222,NEPEAN/BONDI,Bonbeach
507,NEPEAN HWY/STATION,Bonbeach
370,BORONIA NR DINSDALE,Boronia
371,BORONIA/SCORESBY,Boronia
372,BORONIA NR ROSE,Boronia
373,BORONIA / TORMORE / NARCISSUS,Boronia
374,DORSET/BORONIA,Boronia
375,BORONIA/ERICA,Boronia
376,BORONIA/FLORISTON/HASTINGS,Boronia
388,BORONIA/CFA FIRE STN,Boronia
767,DORSET/CHANDLER,Boronia
768,ALBERT NR BAMBURY,Boronia
770,DORSET NR ELSIE,Boronia
771,DORSET NR LUPTON,Boronia
780,SCORESBY NR VICTORIA,Boronia
877,CHANDLER NR FLORISTON,Boronia
1375,CHANDLER NR GENISTA,Boronia
1728,Erica Avenue near Orchid Avenue,Boronia
2198,ARNOLD/SPRING,Box Hill
2199,NELSON NR THAMES,Box Hill
2203,MAROONDAH/ELGAR,Box Hill
2204,MAROONDAH/NELSON,Box Hill
2205,MAROONDAH NR MARKET,Box Hill
2206,MAROONDAH/STATION,Box Hill
2207,MAROONDAH/DORKING,Box Hill
2208,MAROONDAH/MIDDLEBOROUGH,Box Hill
2209,MAROONDAH/LINSLEY,Box Hill
2210,MAROONDAH NR WATTS,Box Hill
3131,CANTERBURY/STATION,Box Hill
3134,STATION NR KENT,Box Hill
3138,CANTERBURY/SURREY,Box Hill
3922,ELGAR/MONT ALBERT,Box Hill
3939,STATION/CARRINGTON/RUTLAND,Box Hill
3940,ELGAR/CARRINGTON,Box Hill
574,EASTERN FWY/MIDDLEBOROUGH,Box Hill North
581,MIDDLEBOROUGH/SPRINGFIELD,Box Hill North
2211,STATION NR PAISLEY,Box Hill North
3136,MIDDLEBOROUGH/LEXTON,Box Hill North
3190,MIDDLEBOROUGH NR KATRINA,Box Hill North
3192,MIDDLEBOROUGH NR MCKEAN,Box Hill North
3926,STATION/WOODHOUSE,Box Hill North
3927,STATION/THAMES,Box Hill North
3934,ELGAR NR SEVERN,Box Hill North
2010,MIDDLEBOROUGH/AILSA,Box Hill South
3133,CANTERBURY NR GIBSON,Box Hill South
3137,CANTERBURY NR CLYDESDALE,Box Hill South
3195,MIDDLEBOROUGH/ELEY,Box Hill South
3923,ELGAR NR ERASMUS,Box Hill South
3928,STATION NR HILL,Box Hill South
